county_id,accuracy,recession_lead_time,committee_lead_time
47023,14,1,100
47025,12,0,101
47027,13,3,102
47029,13,4,107
47031,13,-5,60
47033,17,1,120
47035,8,1,123
47037,14,-11,80
47039,8,2,55
47041,20,6,125
47043,13,-3,62
47045,17,-7,90
47047,22,-7,105
47049,11,4,123
47051,14,-11,80
47053,16,0,77
47055,14,10,123
47057,10,0,107
47059,12,3,92
47061,18,2,101
47063,12,6,77
47065,16,-1,90
47067,11,5,77
47069,17,15,55
47071,13,3,107
47073,17,8,107
47075,12,-1,62
47077,13,7,92
47079,16,-1,107
48371,21,1,133
48373,19,0,122
48375,20,-13,114
48377,16,2,86
51025,17,4,77
51027,14,4,117
51029,16,-2,121
51031,18,-8,102
51033,25,9,77
51035,13,-2,132
51036,11,2,77
51037,18,2,77
54003,13,-1,77
54005,7,-1,107
54007,10,2,55
54009,13,1,92
54011,14,-8,102
54013,14,7,55
54015,9,2,55
54017,16,1,86
54019,11,4,123
54021,10,-2,55
54023,11,2,107
54025,12,4,107
54027,13,1,92
54029,19,-8,97
54031,12,2,92
54033,11,1,107
54035,10,0,55
54037,13,-4,77
54039,12,-2,92
54041,10,0,55
54043,17,2,110
54045,9,-1,92
54047,7,0,123
54049,12,-2,92
54051,9,0,55
54053,12,0,121
54055,13,-3,106
54057,8,0,55
54059,10,1,123
54061,16,-5,90
54063,11,3,123
54065,15,5,92
54067,12,4,138
54069,16,1,132
54071,9,0,123
54073,9,0,55
54075,12,1,83
54077,12,2,107
54079,11,-2,92
54081,15,3,107
54083,10,1,55
54085,17,11,55
54087,3,-3,55
54089,13,4,107
54091,11,1,107
54093,13,4,123
54095,8,0,55
54097,8,0,55
54099,10,2,107
54101,12,3,190
54103,9,0,55
54105,8,1,55
54107,11,1,107
54109,9,-7,107
55001,16,-2,133
55003,13,1,67
55005,13,4,81
55007,13,5,75
55009,11,-1,92
55011,12,4,99
55013,10,4,92
55015,6,-3,77
55017,10,-1,92
55019,13,3,107
55021,12,2,81
55023,7,0,55
55025,7,-4,82
55027,9,-3,102
55029,15,7,92
55031,11,-1,107
55033,10,-1,81
55035,11,-8,112
55037,11,1,58
55039,11,0,102
55041,7,-1,81
55043,13,-3,122
55045,11,-1,92
55047,13,3,81
55049,12,2,81
55051,11,0,81
55053,10,0,99
55055,12,0,102
55057,12,3,92
55059,11,0,77
31129,9,-3,92
31131,9,-1,92
31133,8,-3,75
31135,9,-4,77
31137,18,-1,90
31139,11,1,77
31141,19,-10,102
31143,9,-5,86
31145,7,-3,77
31147,14,-4,112
31149,12,3,77
31151,15,0,141
31153,24,-8,90
31155,15,-4,82
31157,13,0,77
31159,14,-10,112
31161,8,2,92
31163,8,-1,40
31165,13,1,110
31167,8,-2,61
31169,12,-1,77
31171,11,1,107
31173,16,-1,132
31175,9,-3,77
31177,11,-1,77
31179,15,-6,121
31181,12,-11,100
31183,11,-3,111
31185,10,-4,77
32001,16,2,92
32003,44,20,77
32005,20,6,107
32007,15,1,92
32009,17,9,148
32011,10,8,99
32013,20,9,92
32015,15,3,107
32017,13,2,92
32019,12,2,107
32021,23,0,100
32023,13,-6,77
32027,10,4,107
32029,14,4,107
51041,44,-13,121
51043,22,-8,62
51045,16,-7,102
51047,19,-1,77
51049,19,0,101
51051,13,9,107
51053,16,-2,77
51057,14,2,92
51059,56,-30,112
51061,27,-8,62
51063,17,-7,129
51065,21,-10,100
51067,20,3,77
51069,27,-15,129
51071,10,2,107
51073,19,-4,62
51075,31,-5,62
51077,11,1,107
51079,24,-11,100
51081,13,5,77
51083,17,-8,102
51085,40,-15,121
51087,67,-20,62
51089,12,-1,77
51091,15,6,123
51093,25,-9,100
51095,18,-3,111
51097,22,1,62
51099,16,-2,62
51101,24,-4,62
51103,15,3,107
51105,12,-2,55
51107,56,-30,144
